Make,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Total Passengers,Total Survivors,Count,Favorable Result,Unfavorable Result,Percent Favorable,Percent Unfavorable
Warner Lewis,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Warth Dennis J,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Wasson Loehle,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Waszak Arthur B,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Waters Peter T,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Walls Craig C,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Waller Charles R,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Wayland John H,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
W.H. Hunnicutt,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Vink Robert D,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Volaircraft,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Volin,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Vollenweider R/Hurst R F,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Volmer,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Vought,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Vulcanair,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Wag Aero,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Walker Phil,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Wag-Aero,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Waggonner,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Walker,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Walker Edgar E,1.0,0.0,1.0,0.0,2.0,1.0,1,0,1,0.0,100.0
Walker J C,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Walker Kenneth,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Walker Louie H,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Watson David E,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Wayne D. Teel,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
William E. Furr,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Wilderoder,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Whitehead,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Whitten Robinson,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Wicks Air Center Llc,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Wielt,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Wight,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Wight Albert A,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Wilde Daniel L,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Wildman,0.0,0.0,1.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Wheat,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Wiley,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Wiley C W,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Wilhelm,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Wilkinson Lorin L,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Willerton,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
William D Durkee,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
William D Telfair/Zia Z Telfai,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Wheeler C / Wheeler K,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Weston James,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Wayne O Robinson,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Weiss,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Weatherhead Peter L,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Weatherly Aviation Company Inc,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Weaver David A,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Weaver Stanley R/Robinson Scot,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Weddington,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Weinberg,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Weinzierl,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Weiss Denis,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Westerhout/Gagnier,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Wejebe Jose,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Welch Floyd L,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Welch Thomas,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Wells John L Jr,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Wermling,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Westcott,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Wester/Steiger,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Stump Great Lakes,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Stump,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Reich,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Segarra Lucas Jr,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Sacrey W Michael,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Sadler,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Sadler Terry,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Sadler Terry A,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Salerno Kenneth G Jr,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Sam R Peachey,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Sanders Ben G Iii,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Sanderson,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Sanderson Herbert H,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Sanford,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Santa Fe Aircraft Llc,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Santana,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Santschi Chris A,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Sapp Larry E,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Sasser Allen L,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Sater,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Sauer,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Sackman,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Saccio Thomas A,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Sabrena,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Rutter Herbert G,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Rudberg Todd W,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Rudder Dwight K,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Rudolph Ralph Monroe,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Rusk,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Russell E Oberg,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Russom Roy G,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Rutten Phil J,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Liming Louis L,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Saberwing,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Ryan W Gross,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Ryskamp Bruce A,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
S C Aerostar S .A.,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
S D Martin,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Sa300,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Saab,1.0,3.0,1.0,37.0,42.0,41.0,1,0,0,0.0,0.0
Saab-Scania,0.0,0.0,1.0,30.0,31.0,31.0,1,1,0,100.0,0.0
Savage,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Savage Air Llc,0.0,0.0,0.0,4.0,4.0,4.0,1,0,0,0.0,0.0
Sawby Scott,0.0,0.0,1.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Scoda Aeronautica Ltda,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Schooley,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Schoonover John D,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Schosanski John H,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Schrieber Robert L,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Schulke,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Schupp Edward W,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
"Schweizer, N36289",0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Scoda Aeronautical,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Schneider Richard J,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Scott,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Scott Mills,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Scott Terry G,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Sea & Sky Inc Dba Krucker Acft,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Seabourn Scott R,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Seamax Aircraft,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Seela Gerald L,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Schoepflin,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Schneider K/Cook C,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Sc Aerostar Sa,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Schauer William A Jr,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Sc Iar Sa Brasov,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Schabacker Konrad J,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Schaefer,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Schafer,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Schafer Rick W,2.0,1.0,1.0,0.0,4.0,2.0,1,0,0,0.0,0.0
Schaffer,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Schaffer Gary W,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Scheel Stanley K,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Schneider John W,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Scheineman-Van Buren,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Schendl,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Schmidt Albert D,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Schmidt Donald L,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Schmidt Randall M,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Schmitt,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Schneider,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Royse David,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Rowland,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Rowe Dennis A,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Ristine,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Richard Silva,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Richmond Jim R,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Rick Campbell,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Ridge Lowell H,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Riffel Jerris L,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Riggs Kenneth W,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Risher Jimmy E,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Rittal Alfred Timothy,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Richard S Carpenter,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Ritter,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Ritter John I,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Rivers Lindsey Lee,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Rivers William J,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Roach Neil,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Robert A Miller,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Robert C. Hanson,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Richard S Duncan,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Richard Rank,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Robert Fitts,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Replogle,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Reilly Charles W,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Reims,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Reimus,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Reinboldt Richard A,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Rempe,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Render,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Rennicke Midget Musta,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Reupert Mark,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Richard Lacourse,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Rewey William M,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Rgj Aviation Llc,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Rhinehart,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
"Rhoads, Larry E",0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Rice Leo B,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Rich,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Richard,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Robert E Bounds,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Robert Frisbey,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Rovey Jason H,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Roscher Frederick,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Rogers George T,3.0,0.0,0.0,0.0,3.0,0.0,1,0,0,0.0,0.0
Rogers Homer/Rogers Sheila,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Rogers Kenneth J,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Ronald J Bender,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Ronald V White,0.0,0.0,1.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Roof,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Root,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Rose Herbert D,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Roger G White,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Rose-Rhinehart,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Ross Alfred K/Oneill Terrence,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Ross H/Herriott M,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Ross Jonathan,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Rotherwick,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Rotherwick Hr,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Rouse,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Roger M Allen,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Roetman Ryland K Jr,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Robert Golding,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Roberts,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Robert J Reimbold,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Robert M. Jones,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Robert Miles,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Robert R. Reiland,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Robert Trembly,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Robert Wood,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Roberto P. Garcia,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Roberts Alan W,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Roe Cleo,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Roberts Bruce W,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Robertson,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Robertson James F,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Robidoux Lionel,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Robinson Stewart J,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Rocci Martignoni,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Rockwell Commander,3.0,0.0,1.0,0.0,4.0,1.0,1,0,1,0.0,100.0
Seele,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Seguin,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Stuhlmiller Robert,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Seguine,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Spink Robert M,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Sport Flight,0.0,0.0,1.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Squeglia R/Wheeler W,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Squier,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
St Clair,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
St Clair David L,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Stafford Wayne H,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Stamper,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Stanley,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Stanley Arthur Freeman,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Stanley B E,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Stanley Ernie Sigurd,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Starduster Ii,0.0,0.0,0.0,4.0,4.0,4.0,1,0,0,0.0,0.0
Staudacher Aircraft Inc,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Staudacher Hydroplanes,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Staudacher Jon,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Steele,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Sperling Richard G,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Spectrum,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Spaur Charles,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Sorenson,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Somerton David J,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Soneral,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Sonex / John D. Mccarter,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Sonex Limited,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Sorensen,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Sorensen Danny,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Sorensen Danny S,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Sorrell,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Spaulding Errol,0.0,0.0,1.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Sorrell Aircraft,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Southerland,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Southern Airmotive Corp.,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Spackman,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Spani Wayne M,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Sparks Ralph A,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Spartan,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Steele  John J,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Steele Ralph Bruce,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Steele Samuel D,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Stout Garry V,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Stol Aircraft Corp,1.0,1.0,0.0,0.0,2.0,1.0,1,0,0,0.0,0.0
Stol Llc,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Stone,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Stone James R,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Storch,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Storch Aviation Australia Pty,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Story Charles Brad,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Stout Gordon,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Stits Flut-R-Bug,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Stribling,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Stribling James L,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Stropki Paul,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Stroup Robert,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Strout Frank,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Stucker Virgil A,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Stucky Steven D,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Stoddard-Hamilton,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Stits Aircraft,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Steen,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Steven Bornstein/Thomas Whitta,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Steinman Mark E,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Stephen J Hoffman,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Stephen L Kruer,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Stephens William E,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Steppling,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Stetson Norman B,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Steven A. Jones,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Steven G Goonen,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
